hhid,zone,state,sector,oop_health_spending,total_income,oop_burden_pct,income_quintile,sector_label,oop_burden,state_name
11752,3,18.0,1,0,250000,0.0,Q5 (Richest),Urban,0.0,Kaduna
11753,3,18.0,1,14400,6000,100,Q1 (Poorest),Urban,100,Kaduna
11758,3,18.0,1,22900,159000,14.40251572327044,Q4,Urban,14.40251572327044,Kaduna
11765,3,18.0,1,14700,15000,98.0,Q2,Urban,98.0,Kaduna
11770,3,18.0,1,8300,10000,83.0,Q1 (Poorest),Urban,83.0,Kaduna
11772,3,18.0,1,16500,10000,100,Q1 (Poorest),Urban,100,Kaduna
11778,3,18.0,1,4500,7000,64.28571428571429,Q1 (Poorest),Urban,64.28571428571429,Kaduna
11782,3,18.0,1,20200,10000,100,Q1 (Poorest),Urban,100,Kaduna
11783,3,18.0,1,29550,25000,100,Q2,Urban,100,Kaduna
11793,3,18.0,2,1950,9000,21.666666666666668,Q1 (Poorest),Rural,21.666666666666668,Kaduna
11794,3,18.0,2,52500,8000,100,Q1 (Poorest),Rural,100,Kaduna
11795,3,18.0,2,9200,150000,6.133333333333333,Q4,Rural,6.133333333333333,Kaduna
11796,3,18.0,2,3400,6000,56.666666666666664,Q1 (Poorest),Rural,56.666666666666664,Kaduna
11808,3,18.0,2,8000,11000,72.72727272727273,Q2,Rural,72.72727272727273,Kaduna
11813,3,18.0,2,26000,14000,100,Q2,Rural,100,Kaduna
11814,3,18.0,2,2200,9000,24.444444444444443,Q1 (Poorest),Rural,24.444444444444443,Kaduna
11823,3,18.0,1,6100,265000,2.30188679245283,Q5 (Richest),Urban,2.30188679245283,Kaduna
11825,3,18.0,1,8000,1016000,0.7874015748031495,Q5 (Richest),Urban,0.7874015748031495,Kaduna
11826,3,18.0,1,9500,10000,95.0,Q1 (Poorest),Urban,95.0,Kaduna
11834,3,18.0,1,3000,382000,0.7853403141361256,Q5 (Richest),Urban,0.7853403141361256,Kaduna
11838,3,18.0,1,0,500000,0.0,Q5 (Richest),Urban,0.0,Kaduna
11839,3,18.0,1,6000,15000,40.0,Q2,Urban,40.0,Kaduna
11847,3,18.0,1,27800,2650000,1.049056603773585,Q5 (Richest),Urban,1.049056603773585,Kaduna
11848,3,18.0,1,51800,7000,100,Q1 (Poorest),Urban,100,Kaduna
11851,3,18.0,1,6600,208000,3.173076923076923,Q5 (Richest),Urban,3.173076923076923,Kaduna
11852,3,18.0,1,25400,168000,15.119047619047619,Q5 (Richest),Urban,15.119047619047619,Kaduna
11853,3,18.0,1,4500,200000,2.25,Q5 (Richest),Urban,2.25,Kaduna
11862,3,18.0,2,16600,128000,12.968750000000002,Q4,Rural,12.968750000000002,Kaduna
11864,3,18.0,2,13000,5000,100,Q1 (Poorest),Rural,100,Kaduna
11866,3,18.0,2,26400,8000,100,Q1 (Poorest),Rural,100,Kaduna
11876,3,18.0,2,17800,8000,100,Q1 (Poorest),Rural,100,Kaduna
11877,3,18.0,2,19400,12000,100,Q2,Rural,100,Kaduna
11880,3,18.0,2,19100,10000,100,Q1 (Poorest),Rural,100,Kaduna
11894,3,18.0,2,3500,12000,29.166666666666668,Q2,Rural,29.166666666666668,Kaduna
11897,3,18.0,2,4700,11000,42.72727272727273,Q2,Rural,42.72727272727273,Kaduna
11898,3,18.0,2,11700,11000,100,Q2,Rural,100,Kaduna
11908,3,18.0,2,15600,9000,100,Q1 (Poorest),Rural,100,Kaduna
11909,3,18.0,2,7100,15000,47.333333333333336,Q2,Rural,47.333333333333336,Kaduna
11910,3,18.0,2,20100,17000,100,Q2,Rural,100,Kaduna
11923,3,18.0,2,4200,11000,38.18181818181819,Q2,Rural,38.18181818181819,Kaduna
11925,3,18.0,2,8400,12000,70.0,Q2,Rural,70.0,Kaduna
11927,3,18.0,2,3500,10000,35.0,Q1 (Poorest),Rural,35.0,Kaduna
11934,3,18.0,1,14000,10000,100,Q1 (Poorest),Urban,100,Kaduna
11935,3,18.0,1,550,8000,6.875000000000001,Q1 (Poorest),Urban,6.875000000000001,Kaduna
11936,3,18.0,1,23900,10000,100,Q1 (Poorest),Urban,100,Kaduna
11946,3,18.0,1,6500,15000,43.333333333333336,Q2,Urban,43.333333333333336,Kaduna
11948,3,18.0,1,0,360000,0.0,Q5 (Richest),Urban,0.0,Kaduna
11949,3,18.0,1,0,15000,0.0,Q2,Urban,0.0,Kaduna
11954,3,18.0,1,13200,10000,100,Q1 (Poorest),Urban,100,Kaduna
12016,3,21.0,1,17400,18000,96.66666666666667,Q2,Urban,96.66666666666667,Kebbi
12021,3,21.0,1,32200,35000,92.0,Q3,Urban,92.0,Kebbi
12022,3,21.0,1,5100,42000,12.142857142857142,Q3,Urban,12.142857142857142,Kebbi
12024,3,21.0,1,0,25000,0.0,Q2,Urban,0.0,Kebbi
12025,3,21.0,1,5000,15000,33.33333333333333,Q2,Urban,33.33333333333333,Kebbi
12027,3,21.0,2,33200,12000,100,Q2,Rural,100,Kebbi
12028,3,21.0,2,16500,14000,100,Q2,Rural,100,Kebbi
12031,3,21.0,2,15000,8500,100,Q1 (Poorest),Rural,100,Kebbi
12032,3,21.0,2,9700,30000,32.33333333333333,Q3,Rural,32.33333333333333,Kebbi
12040,3,21.0,2,12800,12000,100,Q2,Rural,100,Kebbi
12043,3,21.0,2,13400,15000,89.33333333333333,Q2,Rural,89.33333333333333,Kebbi
12060,3,21.0,1,148600,15000,100,Q2,Urban,100,Kebbi
12064,3,21.0,2,37650,35000,100,Q3,Rural,100,Kebbi
12065,3,21.0,2,20200,25000,80.80000000000001,Q2,Rural,80.80000000000001,Kebbi
12068,3,21.0,2,28000,9000,100,Q1 (Poorest),Rural,100,Kebbi
12075,3,21.0,2,26700,35000,76.28571428571429,Q3,Rural,76.28571428571429,Kebbi
12093,3,21.0,2,51900,25000,100,Q2,Rural,100,Kebbi
12096,3,21.0,2,15300,35000,43.714285714285715,Q3,Rural,43.714285714285715,Kebbi
12099,3,21.0,2,28600,20000,100,Q2,Rural,100,Kebbi
12100,3,21.0,2,33500,35000,95.71428571428572,Q3,Rural,95.71428571428572,Kebbi
12108,3,21.0,1,10600,230000,4.608695652173913,Q5 (Richest),Urban,4.608695652173913,Kebbi
12110,3,21.0,1,27800,7000,100,Q1 (Poorest),Urban,100,Kebbi
12111,3,21.0,1,10000,14000,71.42857142857143,Q2,Urban,71.42857142857143,Kebbi
12114,3,21.0,1,14000,8000,100,Q1 (Poorest),Urban,100,Kebbi
12117,3,21.0,1,13000,25000,52.0,Q2,Urban,52.0,Kebbi
12122,3,21.0,2,3900,15000,26.0,Q2,Rural,26.0,Kebbi
12123,3,21.0,2,33900,11000,100,Q2,Rural,100,Kebbi
12137,3,21.0,2,37100,25000,100,Q2,Rural,100,Kebbi
12138,3,21.0,2,11300,7000,100,Q1 (Poorest),Rural,100,Kebbi
12150,3,21.0,2,31000,14000,100,Q2,Rural,100,Kebbi
12151,3,21.0,2,26200,5000,100,Q1 (Poorest),Rural,100,Kebbi
12154,3,21.0,2,11200,14000,80.0,Q2,Rural,80.0,Kebbi
12155,3,21.0,2,6000,9000,66.66666666666666,Q1 (Poorest),Rural,66.66666666666666,Kebbi
12157,3,21.0,2,9000,6000,100,Q1 (Poorest),Rural,100,Kebbi
12158,3,21.0,2,43500,42000,100,Q3,Rural,100,Kebbi
12162,3,21.0,1,8900,250000,3.56,Q5 (Richest),Urban,3.56,Kebbi
12164,3,21.0,1,22500,150000,15.0,Q4,Urban,15.0,Kebbi
12166,3,21.0,1,0,45000,0.0,Q3,Urban,0.0,Kebbi
12169,3,21.0,1,28800,25000,100,Q2,Urban,100,Kebbi
12173,3,21.0,1,41900,25000,100,Q2,Urban,100,Kebbi
12176,3,21.0,2,3800,15000,25.333333333333336,Q2,Rural,25.333333333333336,Kebbi
12191,3,21.0,2,4500,20000,22.5,Q2,Rural,22.5,Kebbi
12192,3,21.0,2,6500,14000,46.42857142857143,Q2,Rural,46.42857142857143,Kebbi
12193,3,21.0,2,0,20000,0.0,Q2,Rural,0.0,Kebbi
12194,3,21.0,2,25900,4000,100,Q1 (Poorest),Rural,100,Kebbi
12199,3,21.0,2,23900,25000,95.6,Q2,Rural,95.6,Kebbi
12200,3,21.0,2,7000,13000,53.84615384615385,Q2,Rural,53.84615384615385,Kebbi
12202,3,21.0,2,36100,9500,100,Q1 (Poorest),Rural,100,Kebbi
12250,3,21.0,2,3000,20000,15.0,Q2,Rural,15.0,Kebbi
12251,3,21.0,2,11800,13000,90.76923076923077,Q2,Rural,90.76923076923077,Kebbi
12253,3,21.0,2,16300,30000,54.333333333333336,Q3,Rural,54.333333333333336,Kebbi
12254,3,21.0,2,500,488000,0.10245901639344263,Q5 (Richest),Rural,0.10245901639344263,Kebbi
12256,3,21.0,2,9000,9000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12257,3,21.0,2,28420,12500,100,Q2,Rural,100,Kebbi
12264,3,21.0,2,13800,9000,100,Q1 (Poorest),Rural,100,Kebbi
12265,3,21.0,2,25700,11000,100,Q2,Rural,100,Kebbi
12266,3,21.0,2,8500,15000,56.666666666666664,Q2,Rural,56.666666666666664,Kebbi
12268,3,21.0,2,63900,15000,100,Q2,Rural,100,Kebbi
12271,3,21.0,2,6100,30000,20.333333333333332,Q3,Rural,20.333333333333332,Kebbi
12272,3,21.0,2,14800,15000,98.66666666666667,Q2,Rural,98.66666666666667,Kebbi
12273,3,21.0,2,13700,9000,100,Q1 (Poorest),Rural,100,Kebbi
12279,3,21.0,2,21900,20000,100,Q2,Rural,100,Kebbi
12280,3,21.0,2,7000,100000,7.000000000000001,Q4,Rural,7.000000000000001,Kebbi
12281,3,21.0,2,16850,25000,67.4,Q2,Rural,67.4,Kebbi
12282,3,21.0,2,7500,10000,75.0,Q1 (Poorest),Rural,75.0,Kebbi
12284,3,21.0,2,19750,14500,100,Q2,Rural,100,Kebbi
12285,3,21.0,2,39700,8000,100,Q1 (Poorest),Rural,100,Kebbi
12286,3,21.0,2,19200,4000,100,Q1 (Poorest),Rural,100,Kebbi
12287,3,21.0,2,1650,3000,55.00000000000001,Q1 (Poorest),Rural,55.00000000000001,Kebbi
12292,3,21.0,1,16900,5000,100,Q1 (Poorest),Urban,100,Kebbi
12293,3,21.0,1,44400,14000,100,Q2,Urban,100,Kebbi
12294,3,21.0,1,26400,15000,100,Q2,Urban,100,Kebbi
12295,3,21.0,1,8400,16500,50.90909090909091,Q2,Urban,50.90909090909091,Kebbi
12296,3,21.0,1,39500,56000,70.53571428571429,Q4,Urban,70.53571428571429,Kebbi
12297,3,21.0,1,6050,60000,10.083333333333332,Q4,Urban,10.083333333333332,Kebbi
12298,3,21.0,1,12000,7000,100,Q1 (Poorest),Urban,100,Kebbi
12299,3,21.0,1,6300,210000,3.0,Q5 (Richest),Urban,3.0,Kebbi
12303,3,21.0,1,23950,12500,100,Q2,Urban,100,Kebbi
12304,3,21.0,1,18500,9000,100,Q1 (Poorest),Urban,100,Kebbi
12306,3,21.0,1,24100,9000,100,Q1 (Poorest),Urban,100,Kebbi
12309,3,21.0,1,22400,10000,100,Q1 (Poorest),Urban,100,Kebbi
12311,3,21.0,1,15900,15000,100,Q2,Urban,100,Kebbi
12317,3,21.0,2,4300,55000,7.818181818181818,Q4,Rural,7.818181818181818,Kebbi
12318,3,21.0,2,11100,14500,76.55172413793103,Q2,Rural,76.55172413793103,Kebbi
12319,3,21.0,2,3700,30000,12.333333333333334,Q3,Rural,12.333333333333334,Kebbi
12322,3,21.0,2,8000,8000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12323,3,21.0,2,18600,9000,100,Q1 (Poorest),Rural,100,Kebbi
12325,3,21.0,2,9900,25000,39.6,Q2,Rural,39.6,Kebbi
12326,3,21.0,2,19800,8000,100,Q1 (Poorest),Rural,100,Kebbi
12333,3,21.0,2,19200,17500,100,Q2,Rural,100,Kebbi
12334,3,21.0,2,14300,100000,14.299999999999999,Q4,Rural,14.299999999999999,Kebbi
12335,3,21.0,2,19600,9000,100,Q1 (Poorest),Rural,100,Kebbi
12336,3,21.0,2,15700,25000,62.8,Q2,Rural,62.8,Kebbi
12337,3,21.0,2,11700,8000,100,Q1 (Poorest),Rural,100,Kebbi
12339,3,21.0,2,92400,9000,100,Q1 (Poorest),Rural,100,Kebbi
12340,3,21.0,2,21580,26000,83.0,Q3,Rural,83.0,Kebbi
12345,3,21.0,2,23650,26000,90.96153846153847,Q3,Rural,90.96153846153847,Kebbi
12346,3,21.0,2,16600,30500,54.42622950819672,Q3,Rural,54.42622950819672,Kebbi
12347,3,21.0,2,7300,8000,91.25,Q1 (Poorest),Rural,91.25,Kebbi
12348,3,21.0,2,9400,10000,94.0,Q1 (Poorest),Rural,94.0,Kebbi
12350,3,21.0,2,4850,50000,9.700000000000001,Q3,Rural,9.700000000000001,Kebbi
12351,3,21.0,2,20200,14000,100,Q2,Rural,100,Kebbi
12353,3,21.0,2,14600,8000,100,Q1 (Poorest),Rural,100,Kebbi
12359,3,21.0,2,30900,11500,100,Q2,Rural,100,Kebbi
12361,3,21.0,2,8500,50000,17.0,Q3,Rural,17.0,Kebbi
12363,3,21.0,2,6400,9000,71.11111111111111,Q1 (Poorest),Rural,71.11111111111111,Kebbi
12365,3,21.0,2,9400,11000,85.45454545454545,Q2,Rural,85.45454545454545,Kebbi
12366,3,21.0,2,20950,7500,100,Q1 (Poorest),Rural,100,Kebbi
12367,3,21.0,2,33700,8000,100,Q1 (Poorest),Rural,100,Kebbi
12368,3,21.0,2,15100,9000,100,Q1 (Poorest),Rural,100,Kebbi
12373,3,21.0,2,11800,13500,87.4074074074074,Q2,Rural,87.4074074074074,Kebbi
12375,3,21.0,2,10900,70000,15.571428571428573,Q4,Rural,15.571428571428573,Kebbi
12376,3,21.0,2,4200,25000,16.8,Q2,Rural,16.8,Kebbi
12377,3,21.0,2,6000,25000,24.0,Q2,Rural,24.0,Kebbi
12380,3,21.0,2,10700,14000,76.42857142857142,Q2,Rural,76.42857142857142,Kebbi
12381,3,21.0,2,23500,20000,100,Q2,Rural,100,Kebbi
12382,3,21.0,2,11800,14500,81.37931034482759,Q2,Rural,81.37931034482759,Kebbi
12387,3,21.0,1,9150,8000,100,Q1 (Poorest),Urban,100,Kebbi
12389,3,21.0,1,32800,20000,100,Q2,Urban,100,Kebbi
12390,3,21.0,1,11400,10000,100,Q1 (Poorest),Urban,100,Kebbi
12393,3,21.0,1,36900,15000,100,Q2,Urban,100,Kebbi
12395,3,21.0,1,21150,26000,81.34615384615384,Q3,Urban,81.34615384615384,Kebbi
12396,3,21.0,1,31200,5000,100,Q1 (Poorest),Urban,100,Kebbi
12401,3,21.0,2,12900,12000,100,Q2,Rural,100,Kebbi
12402,3,21.0,2,28800,9000,100,Q1 (Poorest),Rural,100,Kebbi
12404,3,21.0,2,18200,9000,100,Q1 (Poorest),Rural,100,Kebbi
12405,3,21.0,2,14300,10000,100,Q1 (Poorest),Rural,100,Kebbi
12409,3,21.0,2,16000,9500,100,Q1 (Poorest),Rural,100,Kebbi
12410,3,21.0,2,32100,2000,100,Q1 (Poorest),Rural,100,Kebbi
12416,3,21.0,2,17000,25000,68.0,Q2,Rural,68.0,Kebbi
12417,3,21.0,2,0,20000,0.0,Q2,Rural,0.0,Kebbi
12418,3,21.0,2,7900,10000,79.0,Q1 (Poorest),Rural,79.0,Kebbi
12419,3,21.0,2,4500,60000,7.5,Q4,Rural,7.5,Kebbi
12420,3,21.0,2,11990,26000,46.11538461538461,Q3,Rural,46.11538461538461,Kebbi
12422,3,21.0,2,13900,6000,100,Q1 (Poorest),Rural,100,Kebbi
12423,3,21.0,2,7400,6000,100,Q1 (Poorest),Rural,100,Kebbi
12430,3,21.0,2,16600,2000,100,Q1 (Poorest),Rural,100,Kebbi
12432,3,21.0,2,6300,8000,78.75,Q1 (Poorest),Rural,78.75,Kebbi
12433,3,21.0,2,23700,7000,100,Q1 (Poorest),Rural,100,Kebbi
12434,3,21.0,2,29250,3000,100,Q1 (Poorest),Rural,100,Kebbi
12436,3,21.0,2,25200,5000,100,Q1 (Poorest),Rural,100,Kebbi
12437,3,21.0,2,29280,2000,100,Q1 (Poorest),Rural,100,Kebbi
12444,3,21.0,2,9550,5500,100,Q1 (Poorest),Rural,100,Kebbi
12445,3,21.0,2,8000,8000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12446,3,21.0,2,9500,3500,100,Q1 (Poorest),Rural,100,Kebbi
12447,3,21.0,2,13000,7000,100,Q1 (Poorest),Rural,100,Kebbi
12448,3,21.0,2,6850,50000,13.700000000000001,Q3,Rural,13.700000000000001,Kebbi
12449,3,21.0,2,11900,4500,100,Q1 (Poorest),Rural,100,Kebbi
12451,3,21.0,2,11200,9000,100,Q1 (Poorest),Rural,100,Kebbi
12500,3,21.0,2,12900,7000,100,Q1 (Poorest),Rural,100,Kebbi
12503,3,21.0,2,20600,8000,100,Q1 (Poorest),Rural,100,Kebbi
12504,3,21.0,2,13000,8000,100,Q1 (Poorest),Rural,100,Kebbi
12506,3,21.0,2,9800,5000,100,Q1 (Poorest),Rural,100,Kebbi
12508,3,21.0,2,15600,3000,100,Q1 (Poorest),Rural,100,Kebbi
12509,3,21.0,1,15700,25000,62.8,Q2,Urban,62.8,Kebbi
12510,3,21.0,1,20200,7000,100,Q1 (Poorest),Urban,100,Kebbi
12511,3,21.0,1,9800,9000,100,Q1 (Poorest),Urban,100,Kebbi
12512,3,21.0,1,13000,31500,41.269841269841265,Q3,Urban,41.269841269841265,Kebbi
12515,3,21.0,1,13500,52000,25.961538461538463,Q4,Urban,25.961538461538463,Kebbi
12517,3,21.0,1,16900,8000,100,Q1 (Poorest),Urban,100,Kebbi
12523,3,21.0,2,14500,8000,100,Q1 (Poorest),Rural,100,Kebbi
12524,3,21.0,2,13500,15000,90.0,Q2,Rural,90.0,Kebbi
12525,3,21.0,2,1800,100000,1.7999999999999998,Q4,Rural,1.7999999999999998,Kebbi
12528,3,21.0,2,4000,4000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12531,3,21.0,2,2900,3000,96.66666666666667,Q1 (Poorest),Rural,96.66666666666667,Kebbi
12532,3,21.0,2,3000,4000,75.0,Q1 (Poorest),Rural,75.0,Kebbi
12537,3,21.0,1,33260,10000,100,Q1 (Poorest),Urban,100,Kebbi
12538,3,21.0,1,36500,30000,100,Q3,Urban,100,Kebbi
12539,3,21.0,1,26600,7000,100,Q1 (Poorest),Urban,100,Kebbi
12540,3,21.0,1,22400,12500,100,Q2,Urban,100,Kebbi
12541,3,21.0,1,22500,32500,69.23076923076923,Q3,Urban,69.23076923076923,Kebbi
12543,3,21.0,1,32000,8000,100,Q1 (Poorest),Urban,100,Kebbi
12551,3,21.0,1,23100,15500,100,Q2,Urban,100,Kebbi
12554,3,21.0,1,12500,15000,83.33333333333334,Q2,Urban,83.33333333333334,Kebbi
12555,3,21.0,1,14300,7000,100,Q1 (Poorest),Urban,100,Kebbi
12556,3,21.0,1,14400,9000,100,Q1 (Poorest),Urban,100,Kebbi
12557,3,21.0,1,8550,26500,32.264150943396224,Q3,Urban,32.264150943396224,Kebbi
12559,3,21.0,1,33600,20000,100,Q2,Urban,100,Kebbi
12565,3,21.0,2,12500,7000,100,Q1 (Poorest),Rural,100,Kebbi
12566,3,21.0,2,0,60000,0.0,Q4,Rural,0.0,Kebbi
12567,3,21.0,2,2100,4000,52.5,Q1 (Poorest),Rural,52.5,Kebbi
12569,3,21.0,2,5000,8000,62.5,Q1 (Poorest),Rural,62.5,Kebbi
12571,3,21.0,2,6850,6000,100,Q1 (Poorest),Rural,100,Kebbi
12572,3,21.0,2,12000,9000,100,Q1 (Poorest),Rural,100,Kebbi
12579,3,21.0,1,16300,23000,70.86956521739131,Q2,Urban,70.86956521739131,Kebbi
12580,3,21.0,1,16300,6000,100,Q1 (Poorest),Urban,100,Kebbi
12582,3,21.0,1,24900,6500,100,Q1 (Poorest),Urban,100,Kebbi
12584,3,21.0,1,17800,8000,100,Q1 (Poorest),Urban,100,Kebbi
12585,3,21.0,1,11000,8000,100,Q1 (Poorest),Urban,100,Kebbi
12586,3,21.0,1,11500,9000,100,Q1 (Poorest),Urban,100,Kebbi
12593,3,21.0,2,19300,11000,100,Q2,Rural,100,Kebbi
12594,3,21.0,2,29500,7000,100,Q1 (Poorest),Rural,100,Kebbi
12596,3,21.0,2,25400,10000,100,Q1 (Poorest),Rural,100,Kebbi
12599,3,21.0,2,19300,9000,100,Q1 (Poorest),Rural,100,Kebbi
12601,3,21.0,2,6800,9000,75.55555555555556,Q1 (Poorest),Rural,75.55555555555556,Kebbi
12602,3,21.0,2,7800,4500,100,Q1 (Poorest),Rural,100,Kebbi
12607,3,21.0,2,4350,1500,100,Q1 (Poorest),Rural,100,Kebbi
12613,3,21.0,2,5300,50000,10.6,Q3,Rural,10.6,Kebbi
12614,3,21.0,2,2500,7000,35.714285714285715,Q1 (Poorest),Rural,35.714285714285715,Kebbi
12615,3,21.0,2,20200,8000,100,Q1 (Poorest),Rural,100,Kebbi
12616,3,21.0,2,7400,25000,29.599999999999998,Q2,Rural,29.599999999999998,Kebbi
12621,3,21.0,2,3000,3000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12622,3,21.0,2,2600,70000,3.7142857142857144,Q4,Rural,3.7142857142857144,Kebbi
12624,3,21.0,2,3200,120000,2.666666666666667,Q4,Rural,2.666666666666667,Kebbi
12625,3,21.0,2,24700,4000,100,Q1 (Poorest),Rural,100,Kebbi
12627,3,21.0,2,10500,20000,52.5,Q2,Rural,52.5,Kebbi
12628,3,21.0,2,4000,15000,26.666666666666668,Q2,Rural,26.666666666666668,Kebbi
12629,3,21.0,2,10500,20000,52.5,Q2,Rural,52.5,Kebbi
12630,3,21.0,2,20100,47000,42.765957446808514,Q3,Rural,42.765957446808514,Kebbi
12635,3,21.0,2,21100,7000,100,Q1 (Poorest),Rural,100,Kebbi
12636,3,21.0,2,4700,120000,3.916666666666667,Q4,Rural,3.916666666666667,Kebbi
12638,3,21.0,2,25500,15000,100,Q2,Rural,100,Kebbi
12639,3,21.0,2,19900,12000,100,Q2,Rural,100,Kebbi
12642,3,21.0,2,32300,9500,100,Q1 (Poorest),Rural,100,Kebbi
12643,3,21.0,2,15400,8000,100,Q1 (Poorest),Rural,100,Kebbi
12649,3,21.0,2,24000,5000,100,Q1 (Poorest),Rural,100,Kebbi
12650,3,21.0,2,8550,7500,100,Q1 (Poorest),Rural,100,Kebbi
12652,3,21.0,2,12000,5000,100,Q1 (Poorest),Rural,100,Kebbi
12655,3,21.0,2,1280,3000,42.66666666666667,Q1 (Poorest),Rural,42.66666666666667,Kebbi
12657,3,21.0,2,12000,15000,80.0,Q2,Rural,80.0,Kebbi
12664,3,21.0,2,12500,7000,100,Q1 (Poorest),Rural,100,Kebbi
12665,3,21.0,2,16700,8000,100,Q1 (Poorest),Rural,100,Kebbi
12668,3,21.0,2,4500,9000,50.0,Q1 (Poorest),Rural,50.0,Kebbi
12669,3,21.0,2,4000,3000,100,Q1 (Poorest),Rural,100,Kebbi
12670,3,21.0,2,14000,20000,70.0,Q2,Rural,70.0,Kebbi
12671,3,21.0,2,12800,8000,100,Q1 (Poorest),Rural,100,Kebbi
12673,3,21.0,2,4300,3000,100,Q1 (Poorest),Rural,100,Kebbi
12674,3,21.0,2,5000,4000,100,Q1 (Poorest),Rural,100,Kebbi
12676,3,21.0,2,10500,8000,100,Q1 (Poorest),Rural,100,Kebbi
12679,3,21.0,2,6500,5000,100,Q1 (Poorest),Rural,100,Kebbi
12680,3,21.0,2,15950,3000,100,Q1 (Poorest),Rural,100,Kebbi
12681,3,21.0,2,5800,21000,27.61904761904762,Q2,Rural,27.61904761904762,Kebbi
12687,3,21.0,1,17000,7000,100,Q1 (Poorest),Urban,100,Kebbi
12688,3,21.0,1,15000,15000,100.0,Q2,Urban,100.0,Kebbi
12689,3,21.0,1,1100,4000,27.500000000000004,Q1 (Poorest),Urban,27.500000000000004,Kebbi
12692,3,21.0,1,1900,13500,14.074074074074074,Q2,Urban,14.074074074074074,Kebbi
12693,3,21.0,1,12100,4000,100,Q1 (Poorest),Urban,100,Kebbi
12696,3,21.0,1,14000,8000,100,Q1 (Poorest),Urban,100,Kebbi
12753,3,21.0,2,11800,6500,100,Q1 (Poorest),Rural,100,Kebbi
12764,3,21.0,1,15250,29000,52.58620689655172,Q3,Urban,52.58620689655172,Kebbi
12765,3,21.0,1,4600,320000,1.4375,Q5 (Richest),Urban,1.4375,Kebbi
12767,3,21.0,1,24500,10000,100,Q1 (Poorest),Urban,100,Kebbi
12768,3,21.0,1,26500,8000,100,Q1 (Poorest),Urban,100,Kebbi
12769,3,21.0,1,23100,37500,61.6,Q3,Urban,61.6,Kebbi
12775,3,21.0,2,10800,6000,100,Q1 (Poorest),Rural,100,Kebbi
12787,3,21.0,2,5400,7000,77.14285714285715,Q1 (Poorest),Rural,77.14285714285715,Kebbi
12789,3,21.0,2,9920,11000,90.18181818181819,Q2,Rural,90.18181818181819,Kebbi
12791,3,21.0,2,7700,4000,100,Q1 (Poorest),Rural,100,Kebbi
12793,3,21.0,2,10000,10000,100.0,Q1 (Poorest),Rural,100.0,Kebbi
12794,3,21.0,2,19500,8000,100,Q1 (Poorest),Rural,100,Kebbi
12804,3,21.0,2,5200,50000,10.4,Q3,Rural,10.4,Kebbi
12816,3,21.0,2,7500,19500,38.46153846153847,Q2,Rural,38.46153846153847,Kebbi
12821,3,21.0,2,3170,4000,79.25,Q1 (Poorest),Rural,79.25,Kebbi
12822,3,21.0,2,5520,7500,73.6,Q1 (Poorest),Rural,73.6,Kebbi
12831,3,21.0,2,11900,4000,100,Q1 (Poorest),Rural,100,Kebbi
12832,3,21.0,2,12500,8000,100,Q1 (Poorest),Rural,100,Kebbi
12834,3,21.0,2,23500,8000,100,Q1 (Poorest),Rural,100,Kebbi
12835,3,21.0,2,2950,120000,2.458333333333333,Q4,Rural,2.458333333333333,Kebbi
12837,3,21.0,2,500,9500,5.263157894736842,Q1 (Poorest),Rural,5.263157894736842,Kebbi
12842,3,21.0,2,10500,3000,100,Q1 (Poorest),Rural,100,Kebbi
12845,3,21.0,2,5000,8000,62.5,Q1 (Poorest),Rural,62.5,Kebbi
12849,3,21.0,2,2860,4000,71.5,Q1 (Poorest),Rural,71.5,Kebbi
12850,3,21.0,2,10300,50000,20.599999999999998,Q3,Rural,20.599999999999998,Kebbi
12851,3,21.0,2,12400,4000,100,Q1 (Poorest),Rural,100,Kebbi
12857,3,21.0,2,2450,3000,81.66666666666667,Q1 (Poorest),Rural,81.66666666666667,Kebbi
12865,3,21.0,2,2520,1000,100,Q1 (Poorest),Rural,100,Kebbi
12870,3,21.0,2,1490,1000,100,Q1 (Poorest),Rural,100,Kebbi
12871,3,21.0,2,4830,4000,100,Q1 (Poorest),Rural,100,Kebbi
12872,3,21.0,2,10400,8000,100,Q1 (Poorest),Rural,100,Kebbi
12873,3,21.0,2,23400,8000,100,Q1 (Poorest),Rural,100,Kebbi
12877,3,21.0,2,21500,4000,100,Q1 (Poorest),Rural,100,Kebbi
12880,3,21.0,2,22400,6000,100,Q1 (Poorest),Rural,100,Kebbi
12881,3,21.0,2,17620,8000,100,Q1 (Poorest),Rural,100,Kebbi
12882,3,21.0,2,7800,8000,97.5,Q1 (Poorest),Rural,97.5,Kebbi
12885,3,21.0,2,27100,15000,100,Q2,Rural,100,Kebbi
12887,3,21.0,2,3400,4000,85.0,Q1 (Poorest),Rural,85.0,Kebbi
12888,3,21.0,2,3800,2000,100,Q1 (Poorest),Rural,100,Kebbi
12896,3,21.0,1,7650,6500,100,Q1 (Poorest),Urban,100,Kebbi
12898,3,21.0,1,17800,14500,100,Q2,Urban,100,Kebbi
